Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
DIV,Denver,AGR,Endowment,4845,2012,Food Industry Management,1931,CO
DIV,Denver,AGR,Endowment,9121.5,2012,Fisheries and Wildlife,1978,CO
DIV,Denver,ART,Endowment,11692.5,2012,Interdisciplinary Humanities,2124,CO
DIV,Denver,MUS,Endowment,3940.5,2012,Composition,2551,CO
EDU,Denver,AGR,Scholarship,13497,2012,Food Science,2052,CO
ENG,Denver,ART,Scholarship,8953.5,2012,English,2075,CO
ENG,Denver,EDU,Scholarship,7635,2012,Special Education-Learning Disabilities,2418,CO
FCE,Denver,ART,Endowment,2580,2012,Arabic,1944,CO
FCE,Denver,SOC,Endowment,3834,2012,Psychology,1344,CO
HON,Denver,ART,Campus_Resource,1176,2012,Spanish,1253,CO
ISF,Denver,ART,Scholarship,259.5,2012,Arabic,1250,CO
ISF,Denver,NAT,Scholarship,5461.5,2012,Biological Science Interdepartmental,1345,CO
ISF,Denver,SOC,Scholarship,12558,2012,Public Policy,2571,CO
LIB,Denver,SOC,Campus_Resource,6121.5,2012,Urban and Regional Planning,2580,CO
MSF,Denver,NAT,Scholarship,9081,2012,Statistics,2069,CO
MSM,Denver,AGR,Campus_Resource,14374.5,2012,Interior Design,2577,CO
MUS,Denver,AGR,Scholarship,1692,2012,Animal Science,1337,CO
NAT,Denver,ART,Scholarship,262.5,2012,Art Education,1897,CO
RCR,Denver,ART,Campus_Resource,2161.5,2012,Experience Architecture,1936,CO
RCR,Denver,SOC,Campus_Resource,1890,2012,Criminal Justice,2545,CO
TST,Denver,ART,Endowment,12445.5,2012,Apparel and Textile Design,2555,CO
TST,Denver,ENG,Endowment,14928,2012,Mechanical Engineering,2497,CO
TST,Denver,MUS,Endowment,6906,2012,Music Performance,1968,CO
TST,Denver,NAT,Endowment,7351.5,2012,Chemical Physics,2071,CO
TST,Denver,NAT,Endowment,8953.5,2012,Neuroscience,2109,CO
TST,Denver,NAT,Endowment,11674.5,2012,Plant Biology,2391,CO
TST,Denver,SOC,Endowment,14034,2012,Human Development and Family Studies,2598,CO
ALM,Detroit,POL,Campus_Resource,3379,2012,College of Political Science,1336,MI
ART,Detroit,AGR,Scholarship,5009,2012,Animal Science,2635,MI
ART,Detroit,POL,Scholarship,26590,2012,Social Relations and Policy,1007,MI
COM,Detroit,ART,Scholarship,6006,2012,Russian,2003,MI
DIV,Detroit,COM,Endowment,1949,2012,Journalism,2462,MI
HON,Detroit,BIZ,Campus_Resource,11207,2012,Supply Chain Management,2490,MI
LIB,Detroit,ART,Campus_Resource,9657,2012,Art History and Visual Culture,2072,MI
MSM,Detroit,AGR,Campus_Resource,10864,2012,Entomology,2482,MI
MUS,Detroit,NAT,Scholarship,8,2012,Statistics,2005,MI
MUS,Detroit,SOC,Scholarship,554,2012,Interdisciplinary Studies in Social Science,2090,MI
NUR,Detroit,ART,Scholarship,91,2012,English,1374,MI
ALM,Durham,NAT,Campus_Resource,6378,2012,Environmental Biology/Plant Biol,1933,NC
ANN,Durham,NAT,Endowment,8599,2012,Actuarial Science,2038,NC
FCE,Durham,MUS,Endowment,2931,2012,Music,2620,NC
HON,Durham,ENG,Campus_Resource,7126,2012,Materials Science and Engineering,1295,NC
HON,Durham,SOC,Campus_Resource,7043,2012,Geography,2512,NC
ISF,Durham,NAT,Scholarship,1441,2012,Microbiology,2568,NC
AGR,El_Paso,NAT,Scholarship,83,2012,Biochemistry and Molecular Biology/Biotechnology,1915,TX
ATH,El_Paso,NAT,Campus_Resource,8906,2012,Astrophysics,1301,TX
MSM,El_Paso,AGR,Campus_Resource,290,2012,Environmental Economics and Policy,2133,TX
AGR,Eugene,NAT,Scholarship,6003,2012,Environmental Biology/Plant Biol,2529,OR
ATH,Eugene,NAT,Campus_Resource,3564,2012,Biochemistry and Molecular Biology,2525,OR
DIV,Eugene,ART,Endowment,10667,2012,Studio Art,2527,OR
LIB,Eugene,NAT,Campus_Resource,8223,2012,Human Biology,2570,OR
ART,Fort_Lauderdale,NAT,Scholarship,7462,2012,Astrophysics,2504,FL
ANN,Fresno,ART,Endowment,8217,2012,Art Education,2450,CA
ART,Fresno,SOC,Scholarship,347,2012,Economics,2428,CA
FCE,Fresno,SOC,Endowment,10858,2012,Global & Area Studies - Soc Sci,2559,CA
MSM,Fresno,AGR,Campus_Resource,7601,2012,Natural Resource Recreation and Tourism,1904,CA
NAT,Fresno,ART,Scholarship,8290,2012,Interdisciplinary Humanities,1937,CA
RCR,Fresno,SOC,Campus_Resource,1538,2012,Political Science,1391,CA
TST,Fresno,NAT,Endowment,3145,2012,Geological Sciences,1376,CA
ANN,Grand_Rapids,AGR,Endowment,8940,2012,Environmental Economics and Policy,2423,MI
AGR,Hartford,AGR,Scholarship,9066,2012,Entomology,1942,CT
AGR,Hartford,SOC,Scholarship,8343,2012,Sociology,2421,CT
ANN,Hartford,AGR,Endowment,6757,2012,Entomology,1260,CT
ANN,Hartford,NAT,Endowment,8336,2012,Biological Science Interdepartmental,2523,CT
ART,Hartford,AGR,Scholarship,2279,2012,Agribusiness Management,2021,CT
DIV,Hartford,ART,Endowment,6935,2012,Professional Writing,2615,CT
MUS,Hartford,ENG,Scholarship,5207,2012,Computer Engineering,1997,CT
PAR,Hartford,AGR,Campus_Resource,11249,2012,Natural Resource Recreation and Tourism,2554,CT
TST,Hartford,ART,Endowment,6479,2012,Arts & Letters-General,1896,CT
TST,Hartford,EDU,Endowment,9282,2012,Education,2414,CT
TST,Hartford,NAT,Endowment,8558,2012,Actuarial Science,2095,CT
ANN,Henderson,NAT,Endowment,4287,2012,Astrophysics,2590,NV
BIZ,Henderson,NAT,Scholarship,3009,2012,Computational Mathematics,2015,NV
DIV,Henderson,MUS,Endowment,8704,2012,Music Performance,2126,NV
AGR,Houston,ART,Scholarship,3793,2012,Women's and Gender Studies,1246,TX
AGR,Houston,BIZ,Scholarship,2015,2012,Hospitality Business,1293,TX
ANN,Houston,VET,Endowment,10492,2012,Preveterinary,2564,TX
ART,Houston,ART,Scholarship,11207,2012,Studio Art,2389,TX
ART,Houston,NAT,Scholarship,5988,2012,Neuroscience,1907,TX
DIV,Houston,ART,Endowment,9117,2012,Arts & Letters-General,1957,TX
DIV,Houston,POL,Endowment,7303,2012,College of Political Science,1977,TX
FCE,Houston,AGR,Endowment,8262,2012,Landscape Architecture,2043,TX
FCE,Houston,SOC,Endowment,1437,2012,Interdisciplinary Studies in Social Science - Social Science Education,1398,TX
MSF,Houston,BIZ,Scholarship,5475,2012,Marketing,1925,TX
MSF,Houston,NAT,Scholarship,3586,2012,Mathematics,2435,TX
MSF,Houston,NAT,Scholarship,7821,2012,Astrophysics,1916,TX
NAT,Houston,AGR,Scholarship,2129,2012,Nutritional Sciences,2399,TX
RCR,Houston,ART,Campus_Resource,1411,2012,Apparel and Textile Design,2136,TX
TST,Houston,AGR,Endowment,9535,2012,Interior Design,2374,TX
ALM,Indianapolis,SOC,Campus_Resource,8976,2012,Global & Area Studies - Soc Sci,1948,IN
ANN,Indianapolis,POL,Endowment,3629,2012,Political Theory and Constitutional Democracy,1966,IN
ART,Indianapolis,ART,Scholarship,4379,2012,Chinese,2606,IN
ART,Indianapolis,BIZ,Scholarship,8373,2012,Hospitality Business,2553,IN
ART,Indianapolis,ENG,Scholarship,8599,2012,Electrical Engineering,1994,IN
ART,Indianapolis,NAT,Scholarship,1812,2012,"Mathematics, Advanced",1941,IN
DIV,Indianapolis,ENG,Endowment,8026,2012,Mechanical Engineering,2569,IN
HON,Indianapolis,NAT,Campus_Resource,465,2012,Neuroscience,2540,IN
MSM,Indianapolis,BIZ,Campus_Resource,1093,2012,Human Resource Management,1373,IN
AGR,Jacksonville,POL,Scholarship,2265,2012,Political Theory and Constitutional Democracy,1971,FL
ANN,Jacksonville,NAT,Endowment,5452,2012,Environmental Geosciences,1969,FL
FCE,Jacksonville,BIZ,Endowment,5576,2012,Hospitality Business,2510,FL
AGR,Kansas_City,NAT,Scholarship,4759,2012,Statistics,1981,KS
ALM,Kansas_City,POL,Campus_Resource,1454,2012,Comparative Cultures and Politics,2585,KS
ANN,Kansas_City,ART,Endowment,1848,2012,Arabic,1927,MO
ART,Kansas_City,AGR,Scholarship,9062,2012,Fisheries and Wildlife,1950,MO
ART,Kansas_City,ART,Scholarship,8227,2012,Interdisciplinary Humanities,2616,MO
ATH,Kansas_City,SOC,Campus_Resource,8199,2012,Public Policy,1296,MO
DIV,Kansas_City,ART,Endowment,4599,2012,Apparel and Textiles,2375,MO
DIV,Kansas_City,ART,Endowment,4510,2012,Art Education,2118,KS
FCE,Kansas_City,SOC,Endowment,9176,2012,Psychology,2014,MO
HON,Kansas_City,SOC,Campus_Resource,3292,2012,Criminal Justice,1367,MO
MSF,Kansas_City,EDU,Scholarship,3043,2012,Kinesiology,2410,MO
NAT,Kansas_City,SOC,Scholarship,6779,2012,Urban and Regional Planning,1988,KS
TST,Kansas_City,NAT,Endowment,8640,2012,Plant Biology,2000,MO
TST,Kansas_City,NAT,Endowment,8352,2012,Environmental Geosciences,2002,KS
AGR,Knoxville,ENG,Scholarship,9728,2012,Environmental Engineering,1372,TN
LIB,Knoxville,NAT,Campus_Resource,9367,2012,Genomics & Molecular Genetics,2495,TN
MSM,Knoxville,ART,Campus_Resource,3897,2012,Japanese,2534,TN
NAT,Knoxville,ENG,Scholarship,2918,2012,Materials Science and Engineering,2146,TN
AGR,Lansing,ART,Scholarship,7196,2012,Professional Writing,1314,MI
AGR,Lansing,VET,Scholarship,1767,2012,Preveterinary,2509,MI
ANN,Lansing,EDU,Endowment,6713,2012,Athletic Training,2610,MI
FCE,Lansing,BIZ,Endowment,7234,2012,General Management,1388,MI
TST,Lansing,NAT,Endowment,3071,2012,Environmental Biology/Zoology,1269,MI
TST,Lansing,NUR,Endowment,7262,2012,Prenursing,2539,MI
NAT,Las_Vegas,NAT,Scholarship,7647,2012,Biochemistry and Molecular Biology,2380,NV
RCR,Las_Vegas,ENG,Campus_Resource,8942,2012,Environmental Engineering,2536,NV
NAT,Lexington,MUS,Scholarship,4238,2012,Music Performance,1299,KY
AGR,Lincoln,NAT,Scholarship,4698,2012,Environmental Biology/Zoology,1973,NE
ISF,Lincoln,MUS,Scholarship,150,2012,Jazz Studies,1341,NE
ART,Little_Rock,NAT,Scholarship,363,2012,Computational Mathematics,1999,AR
TST,Little_Rock,BIZ,Endowment,313,2012,Accounting,1298,AR
AGR,Los_Angeles,MUS,Scholarship,9990,2012,Jazz Studies,1935,CA
ANN,Los_Angeles,ART,Endowment,8241,2012,Studio Art,1996,CA
ANN,Los_Angeles,NAT,Endowment,10950,2012,Astrophysics,2479,CA
ANN,Los_Angeles,NAT,Endowment,5202,2012,Human Biology,2122,CA
ART,Los_Angeles,ART,Scholarship,3190,2012,Apparel and Textile Design,2613,CA
ART,Los_Angeles,BIZ,Scholarship,9450,2012,Hospitality Business,2455,CA
COM,Los_Angeles,SOC,Scholarship,2921,2012,History,1951,CA
DIV,Los_Angeles,AGR,Endowment,11921,2012,Nutritional Sciences,2403,CA
DIV,Los_Angeles,AGR,Endowment,10528,2012,Landscape Architecture,2417,CA
DIV,Los_Angeles,NAT,Endowment,4732,2012,Preoptometry,2471,CA
DIV,Los_Angeles,NUR,Endowment,584,2012,Summer Research Program,1311,CA
ENG,Los_Angeles,AGR,Scholarship,4356,2012,Environmental Economics and Policy,1406,CA
FCE,Los_Angeles,ART,Endowment,2524,2012,English,1304,CA
HON,Los_Angeles,NAT,Campus_Resource,9739,2012,Microbiology,1266,CA
ISF,Los_Angeles,AGR,Scholarship,6682,2012,Food Science,2424,CA
LIB,Los_Angeles,AGR,Campus_Resource,5715,2012,Animal Science,1956,CA
MSM,Los_Angeles,BIZ,Campus_Resource,2872,2012,Marketing,1248,CA
NAT,Los_Angeles,NAT,Scholarship,3784,2012,Environmental Geosciences,1328,CA
TST,Los_Angeles,ART,Endowment,5510,2012,Spanish,2094,CA
TST,Los_Angeles,NAT,Endowment,3148,2012,Preoptometry,2581,CA
TST,Los_Angeles,SOC,Endowment,5835,2012,Interdisciplinary Studies in Social Science - Social Science Education,2464,CA
ANN,Louisville,ART,Endowment,5056,2012,English,2059,KY
MSM,Louisville,ART,Campus_Resource,3009,2012,English,2059,KY
ATH,Madison,SOC,Campus_Resource,7525,2012,Public Policy,1378,WI
ANN,Manchester,ART,Endowment,8789,2012,Humanities-Prelaw,1955,NH
FCE,Manchester,MUS,Endowment,486,2012,Music Performance,2063,NH
MSM,Manchester,ART,Campus_Resource,3263,2012,Arts & Letters-General,2067,NH
MSM,Manchester,SOC,Campus_Resource,6238,2012,Global & Area Studies - Soc Sci,2588,NH
AGR,Memphis,AGR,Scholarship,9352,2012,Environmental Economics and Policy,2528,TN
AGR,Memphis,BIZ,Scholarship,9524,2012,Finance,1967,TN
ANN,Memphis,ART,Endowment,6818,2012,Global Studies in the Arts and Humanities,2630,TN
ART,Memphis,AGR,Scholarship,3734,2012,Agriculture and Natural Resources-No Preference,1962,TN
ART,Memphis,ART,Scholarship,9665,2012,Spanish,2097,TN
ART,Memphis,NAT,Scholarship,7896,2012,Human Biology,2605,TN
EDU,Memphis,NAT,Scholarship,251,2012,Physical Science Interdepartmental,2413,TN
FCE,Memphis,BIZ,Endowment,4712,2012,Accounting,2453,TN
MSM,Memphis,NAT,Campus_Resource,7211,2012,Chemical Physics,2023,TN
PAR,Memphis,POL,Campus_Resource,7605,2012,Political Theory and Constitutional Democracy,2487,TN
RCR,Memphis,NAT,Campus_Resource,7220,2012,Biological Science Interdepartmental,2583,TN
AGR,Mesa,MUS,Scholarship,5544,2012,Music,2381,AZ
ANN,Mesa,AGR,Endowment,7271,2012,Environmental Economics and Policy,1917,AZ
PAR,Mesa,AGR,Campus_Resource,145,2012,Entomology,2548,AZ
AGR,Miami,AGR,Scholarship,4461,2012,Packaging,1901,FL
ANN,Miami,COM,Endowment,7507,2012,Media and Information,2378,FL
ART,Miami,ENG,Scholarship,1119,2012,Engineering-No Major,2476,FL
DIV,Miami,ART,Endowment,7437,2012,Women's and Gender Studies,1954,FL
DIV,Miami,MUS,Endowment,8797,2012,Music,1990,FL
ENG,Miami,SOC,Scholarship,3326,2012,Sociology,2392,FL
MSF,Miami,AGR,Scholarship,3367,2012,Animal Science,1263,FL
DIV,Milwaukee,COM,Endowment,182,2012,Advertising,1934,WI
LIB,Milwaukee,NAT,Campus_Resource,5976,2012,Environmental Biology/Microbiology,2074,WI
PAR,Milwaukee,SOC,Campus_Resource,6301,2012,Anthropology,1290,WI
FCE,Mobile,EDU,Endowment,3273,2012,Kinesiology,2427,AL
FCE,Mobile,ENG,Endowment,2285,2012,Computer Engineering,2008,AL
FCE,Mobile,NAT,Endowment,2464,2012,Plant Biology,2053,AL
MUS,Mobile,AGR,Scholarship,3209,2012,Packaging,2586,AL
NAT,Mobile,ENG,Scholarship,337,2012,Computer Science,2485,AL
ALM,Naperville,NAT,Campus_Resource,10019,2012,Actuarial Science,2372,IL
ART,Naperville,ART,Scholarship,632,2012,Experience Architecture,2446,IL
FCE,Naperville,NAT,Endowment,1503,2012,Earth Science Interdepartmental,2530,IL
ART,Nashville,AGR,Scholarship,3870,2012,Agriculture and Natural Resources-No Preference,1320,TN
DIV,New_Orleans,ART,Endowment,11162,2012,Apparel and Textile Design,2625,LA
NAT,New_Orleans,SOC,Scholarship,7476,2012,Interdisciplinary Studies in Social Science,2100,LA
AGR,New_York,BIZ,Scholarship,11012,2012,Marketing,2591,NY
ANN,New_York,AGR,Endowment,8561,2012,Interior Design,1297,NY
ANN,New_York,ART,Endowment,5288,2012,Theatre,1270,NY
ANN,New_York,NUR,Endowment,7056,2012,Nursing,2383,NY
ANN,New_York,POL,Endowment,1433,2012,Social Relations and Policy,1949,NY
ANN,New_York,SOC,Endowment,6622,2012,Criminal Justice,2627,NY
ANN,New_York,SOC,Endowment,5856,2012,Criminal Justice,2517,NY
ART,New_York,SOC,Scholarship,5110,2012,Geography,2012,NY
ATH,New_York,AGR,Campus_Resource,2553,2012,Interior Design,1947,NY
DIV,New_York,NAT,Endowment,8026,2012,Statistics,2507,NY
DIV,New_York,POL,Endowment,2307,2012,Comparative Cultures and Politics,2526,NY
EDU,New_York,ART,Scholarship,9220,2012,Philosophy,2103,NY
FCE,New_York,NAT,Endowment,9501,2012,Preoptometry,2474,NY
MSM,New_York,ART,Campus_Resource,3598,2012,Apparel and Textiles,1366,NY
NAT,New_York,ART,Scholarship,9763,2012,Professional Writing,2618,NY
NAT,New_York,BIZ,Scholarship,7770,2012,Hospitality Business,2457,NY
NAT,New_York,NAT,Scholarship,6377,2012,Geological Sciences,1305,NY
NUR,New_York,AGR,Scholarship,2379,2012,Entomology,1895,NY
RCR,New_York,ART,Campus_Resource,517,2012,Studio Art,1964,NY
DIV,North_Las_Vegas,ART,Endowment,160,2012,French,2608,NV
DIV,North_Las_Vegas,NAT,Endowment,6516,2012,Environmental Biology/Zoology,1264,NV
FCE,North_Las_Vegas,ART,Endowment,8290,2012,Russian,2513,NV
ISF,North_Las_Vegas,MUS,Scholarship,2438,2012,Jazz Studies,2531,NV
MSF,North_Las_Vegas,BIZ,Scholarship,1557,2012,Marketing,2609,NV
MSM,North_Las_Vegas,ENG,Campus_Resource,5117,2012,Applied Engineering Sciences,2500,NV
ART,Oklahoma_City,BIZ,Scholarship,862,2012,Marketing,2544,OK
TST,Oklahoma_City,ART,Endowment,711,2012,Professional Writing,2078,OK
DIV,Omaha,SOC,Endowment,1069,2012,Human Development and Family Studies,2593,NE
NAT,Omaha,AGR,Scholarship,6032,2012,Environmental Studies and Agriscience,1397,NE
NAT,Omaha,AGR,Scholarship,4839,2012,Food Industry Management,2420,NE
ALM,Orlando,ART,Campus_Resource,5901,2012,Interdisciplinary Humanities,1912,FL
ART,Orlando,AGR,Scholarship,7261,2012,Agriculture and Natural Resources-No Preference,2560,FL
TST,Orlando,NAT,Endowment,1143,2012,Neuroscience,2611,FL
ALM,Overland_Park,AGR,Campus_Resource,605,2012,Nutritional Sciences,1946,KS
FCE,Overland_Park,SOC,Endowment,7285,2012,Social Work,1257,KS
HON,Overland_Park,SOC,Campus_Resource,6779,2012,Global & Area Studies - Soc Sci,2032,KS
PAR,Overland_Park,AGR,Campus_Resource,3278,2012,Environmental Economics and Policy,2486,KS
TST,Overland_Park,MUS,Endowment,4106,2012,Jazz Studies,2607,KS
FCE,Paterson,NAT,Endowment,3826,2012,Zoology,2622,NJ
AGR,Philadelphia,NAT,Scholarship,5130,2012,Environmental Biology/Plant Biol,2142,PA
ANN,Philadelphia,SOC,Endowment,1330,2012,Interdisciplinary Studies in Social Science,2406,PA
ART,Philadelphia,SOC,Scholarship,5332,2012,Global & Area Studies - Soc Sci,2393,PA
COM,Philadelphia,SOC,Scholarship,6205,2012,Geographic Information Science,1906,PA
EDU,Philadelphia,ART,Scholarship,3820,2012,Experience Architecture,1332,PA
NUR,Philadelphia,ART,Scholarship,9145,2012,Arabic,1911,PA
PAR,Philadelphia,AGR,Campus_Resource,7034,2012,Horticulture,2484,PA
ANN,Phoenix,ART,Endowment,19,2012,Humanities-Prelaw,1993,AZ
ANN,Phoenix,NAT,Endowment,3847,2012,Zoology,1987,AZ
ART,Phoenix,ART,Scholarship,6146,2012,Art Education,1287,AZ
BIZ,Phoenix,NUR,Scholarship,583,2012,Nursing,2572,AZ
DIV,Phoenix,AGR,Endowment,8528,2012,Construction Management,2047,AZ
DIV,Phoenix,MUS,Endowment,3984,2012,Jazz Studies,2024,AZ
DIV,Phoenix,NAT,Endowment,3045,2012,Biochemistry and Molecular Biology/Biotechnology,1326,AZ
HON,Phoenix,ART,Campus_Resource,84,2012,Professional Writing,2480,AZ
MSF,Phoenix,SOC,Scholarship,5383,2012,Economics,2404,AZ
MSM,Phoenix,SOC,Campus_Resource,4901,2012,History Education,2027,AZ
NUR,Phoenix,NUR,Scholarship,7834,2012,Nursing,1900,AZ
TST,Phoenix,ART,Endowment,5696,2012,Art Education,2461,AZ
TST,Phoenix,NUR,Endowment,8971,2012,Prenursing,2538,AZ
TST,Phoenix,POL,Endowment,5879,2012,Comparative Cultures and Politics,2080,AZ
TST,Phoenix,SOC,Endowment,6200,2012,Political Science-Prelaw,2120,AZ
VET,Phoenix,ENG,Scholarship,7550,2012,Electrical Engineering,2556,AZ
TST,Pittsburgh,EDU,Endowment,662,2012,Education,2434,PA
DIV,Portland,NAT,Endowment,10945,2012,Biochemistry and Molecular Biology/Biotechnology,2387,OR
DIV,Portland,SOC,Endowment,8227,2012,Geography,2430,OR
AGR,Providence,NAT,Scholarship,9856,2012,Geological Sciences,2499,RI
DIV,Providence,ART,Endowment,699,2012,German,1909,RI
ENG,Providence,MUS,Scholarship,5613,2012,Music,2086,RI
MUS,Provo,MUS,Scholarship,5634,2012,Music Performance,1291,UT
TST,Provo,NAT,Endowment,6425,2012,Astrophysics,2541,UT
AGR,Raleigh,ART,Scholarship,2952,2012,Apparel and Textiles,1247,NC
ART,Raleigh,NAT,Scholarship,2313,2012,Predental,2493,NC
NUR,Raleigh,MUS,Scholarship,7047,2012,Music Performance,1322,NC
TST,Raleigh,NAT,Endowment,6646,2012,Biomedical Laboratory Science,1976,NC
FCE,Reno,SOC,Endowment,10437,2012,Interdisciplinary Studies in Social Science,2489,NV
ANN,Richmond,AGR,Endowment,530,2012,Food Science,2050,VA
ANN,Richmond,ENG,Endowment,126,2012,Materials Science and Engineering,2416,VA
ANN,Richmond,NAT,Endowment,8887,2012,Mathematics,2503,VA
ART,Richmond,AGR,Scholarship,3962,2012,Agribusiness Management,2377,VA
ENG,Richmond,ENG,Scholarship,6980,2012,Engineering-No Major,1321,VA
FCE,Richmond,AGR,Endowment,6003,2012,Animal Science,1894,VA
FCE,Richmond,ART,Endowment,4034,2012,Global Studies in the Arts and Humanities,1343,VA
FCE,Richmond,NAT,Endowment,8484,2012,Chemical Physics,2412,VA
FCE,Richmond,NAT,Endowment,1624,2012,Chemistry,1930,VA
ISF,Richmond,NAT,Scholarship,5782,2012,Biological Science Interdepartmental,1923,VA
NAT,Richmond,POL,Scholarship,6904,2012,Comparative Cultures and Politics,2040,VA
RCR,Richmond,AGR,Campus_Resource,10727,2012,Food Science,2445,VA
ISF,Rochester,AGR,Scholarship,10163,2012,Landscape Architecture,2550,NY
ART,Sacramento,ENG,Scholarship,11121,2012,Materials Science and Engineering,2502,CA
DIV,Sacramento,EDU,Endowment,1758,2012,Kinesiology,1390,CA
ANN,Salem,POL,Endowment,4340,2012,Social Relations and Policy,2394,OR
FCE,Salt_Lake_City,ENG,Endowment,7019,2012,Computer Science,1303,UT
MSF,Salt_Lake_City,EDU,Scholarship,1887,2012,Kinesiology,2388,UT
NAT,Salt_Lake_City,ENG,Scholarship,2977,2012,Biosystems Engineering,2595,UT
ATH,San_Antonio,ART,Campus_Resource,10213,2012,Interdisciplinary Humanities,2376,TX
ISF,San_Antonio,ART,Scholarship,8015,2012,English,1335,TX
ISF,San_Antonio,NAT,Scholarship,2798,2012,Statistics,2596,TX
ANN,San_Diego,SOC,Endowment,1221,2012,Urban and Regional Planning,2547,CA
ART,San_Diego,AGR,Scholarship,3175,2012,Entomology,2384,CA
DIV,San_Diego,NAT,Endowment,824,2012,Biomedical Laboratory Science,2017,CA
ISF,San_Diego,NAT,Scholarship,6735,2012,Preoptometry,2533,CA
NAT,San_Diego,NAT,Scholarship,9131,2012,Environmental Biology/Plant Biol,2398,CA
RCR,San_Diego,ART,Campus_Resource,645,2012,Linguistics,2055,CA
RCR,San_Diego,SOC,Campus_Resource,1392,2012,Political Science,2515,CA
TST,San_Diego,AGR,Endowment,5754,2012,Environmental Studies and Agriscience,2433,CA
AGR,San_Francisco,AGR,Scholarship,3045,2012,Agribusiness Management,1972,CA
ART,San_Francisco,ENG,Scholarship,8642,2012,Mechanical Engineering,1310,CA
ART,San_Francisco,MUS,Scholarship,4770,2012,Jazz Studies,2614,CA
ATH,San_Francisco,POL,Campus_Resource,1824,2012,Social Relations and Policy,1924,CA
BIZ,San_Francisco,SOC,Scholarship,11005,2012,Geography,2436,CA
COM,San_Francisco,SOC,Scholarship,11141,2012,Public Policy,2535,CA
